age,week_of_year,sessions,time_spent_hours,videos_watched,quiz_attempts,assignments_submitted,forum_posts,avg_quiz_score,attendance_rate,completion_status,final_score,country_region_Africa,country_region_Americas,country_region_Asia,country_region_Europe,country_region_Oceania,device_type_Laptop,device_type_Mobile,device_type_Tablet,education_background_Graduate,education_background_HighSchool,education_background_Undergrad,education_background_WorkingPro,course_level_Advanced,course_level_Beginner,course_level_Intermediate,course_category_Business,course_category_Data,course_category_Design,course_category_Marketing,course_category_Programming
1.3955244381279315,-0.9754771886087152,-1.8862820012576749,-1.0627574452072095,-1.540256695888865,-0.3697499478728245,-1.4584204302814086,-0.3449330538938356,-1.0186435054013103,-1.7436248752601058,0.0,49.8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
-1.3146860065806867,0.49333655596543446,-0.21324847447607828,1.1017456521103792,-1.2012381002798773,-1.15971534954311,1.7068465892399647,-0.3449330538938356,-1.1534106130728625,1.42390661959615,1.0,84.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.13075956393057633,0.8271578615504684,-1.3286041589971427,-1.1179743609551072,-0.5232009090619018,-1.9496807512133953,-0.9308759270278464,-1.3575529971066163,-0.3522950285808558,-0.32053101525222244,0.0,62.5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0.3114402602444842,-1.1090057108427287,1.7943917576618376,0.5385331114818231,2.256751574931798,0.8151981546326036,1.1793020859864025,-1.3575529971066163,-0.5694198131628019,0.27625028088011516,1.0,89.5,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0.3114402602444842,-0.9754771886087152,0.4559649362365603,1.6649581927389352,1.171892068983037,0.8151981546326036,-0.9308759270278464,-1.3575529971066163,-0.13517024399891076,-0.2838060124133103,0.0,67.4,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
0.6728016528722999,1.4948004727205366,-0.9939974536408234,-0.7535427170189825,-0.11637859433111647,0.42021545379746095,0.12421307947927805,-1.3575529971066163,1.0328113558212115,1.0842003433362033,1.0,95.8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
-0.772643917638963,0.5601008170824413,-0.9939974536408234,-0.11302649434336962,-1.2690418194016748,-0.3697499478728245,0.12421307947927805,-0.3449330538938356,0.24666989440382198,-0.4857935280273316,1.0,86.7,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
0.3114402602444842,-1.042241449725722,0.3444293677844539,-1.2063214261517434,0.6294623160086567,0.42021545379746095,-1.4584204302814086,-0.3449330538938356,-1.5202766284009777,-2.0466061486811395,0.0,46.9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
-1.4953667028945945,-1.5763555386617765,-0.9939974536408234,1.3888736139994473,0.2226400012778713,0.025232752962318198,0.6517575827328402,-1.3575529971066163,0.5087170482096185,1.42390661959615,1.0,99.2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1.7568858307557471,-0.708420144140688,-0.6593907482845041,-0.12406987749294891,-0.2519860325747116,-1.15971534954311,-0.40333142377428416,0.667686889318945,0.1867734021053544,-1.1468435791277682,0.0,72.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
